record_id,asset_id,asset_type,technician_id,date,maintenance_note,true_severity
REC_0201,ASSET_4743,Traction Motor,Tech_027,2024-02-28,Tread hollowing measured: 43.2mm. Reprofiling scheduled.,Low
REC_0202,ASSET_2557,HVAC Unit,Tech_011,2023-11-17,Brake pad thickness below threshold: 39.8mm. Replaced brake block set.,High
REC_0203,ASSET_3500,Wheelset,Tech_003,2024-04-30,Spring deflection marginally above mean: 35.9mm. Within acceptable range. Note for trend analysis.,Medium
REC_0204,ASSET_7105,Door Mechanism,Tech_002,2023-05-14,Visual check passed. Surface condition satisfactory.,Low
REC_0205,ASSET_3002,Traction Motor,Tech_028,2024-02-25,Axle box bearing replaced preventively due to grease discolouration.,High
REC_0206,ASSET_1842,Suspension Spring,Tech_010,2023-10-22,Spring deflection marginally above mean: 82.5mm. Within acceptable range. Note for trend analysis.,Medium
REC_0207,ASSET_4485,Coupler Assembly,Tech_008,2023-06-08,Crack indication found on wheelset during magnetic particle inspection. Length approx 55.1mm. Sent for NDT.,High
REC_0208,ASSET_7022,Pantograph,Tech_019,2023-04-28,"Noticed unusual wear pattern on traction motor. Flange thickness measured at 80.4mm, approaching lower limit.",Medium
REC_0209,ASSET_1430,Pantograph,Tech_001,2024-09-15,Driver reported excessive vibration above 80km/h. Investigated hvac unit – bearing clearance within limits but noted micro-pitting.,Medium
REC_0210,ASSET_6062,Traction Motor,Tech_001,2023-12-14,Uneven tread wear observed. Suspect hunting oscillation or misalignment.,Medium
REC_0211,ASSET_7566,Axle Box,Tech_024,2023-03-13,Uneven tread wear observed. Suspect hunting oscillation or misalignment.,Medium
REC_0212,ASSET_9691,HVAC Unit,Tech_014,2023-08-09,Minor corrosion on bogie frame surface. Treated and coated. Monitor at next cycle.,Medium
REC_0213,ASSET_6105,Suspension Spring,Tech_020,2023-11-29,Brake pad thickness below threshold: 15.4mm. Replaced brake block set.,High
REC_0214,ASSET_1815,Wheelset,Tech_009,2024-11-21,Visual check passed. Surface condition satisfactory.,Low
REC_0215,ASSET_8242,Pantograph,Tech_007,2024-02-29,Brake pad thickness below threshold: 46.4mm. Replaced brake block set.,High
REC_0216,ASSET_2816,Suspension Spring,Tech_016,2023-10-18,Brake disc scoring observed on wheelset. Score depth 33.1mm. Monitoring.,Low
REC_0217,ASSET_7475,Bogie Frame,Tech_001,2024-09-05,Brake disc scoring observed on pantograph. Score depth 4.8mm. Monitoring.,Low
REC_0218,ASSET_3248,Pantograph,Tech_011,2023-09-19,Tread hollowing measured: 89.8mm. Reprofiling scheduled.,Low
REC_0219,ASSET_8055,Axle Box,Tech_013,2023-06-29,"Noticed unusual wear pattern on bogie frame. Flange thickness measured at 47.5mm, approaching lower limit.",Medium
REC_0220,ASSET_6802,HVAC Unit,Tech_028,2023-03-15,Bearing temperature elevated: 47.8°C during run. Checked lubrication – regreased.,Medium
REC_0221,ASSET_2275,Suspension Spring,Tech_014,2023-11-17,Scheduled lubrication performed on hvac unit. Grease level restored.,Low
REC_0222,ASSET_7843,Wheelset,Tech_013,2023-10-24,Axle box bearing replaced preventively due to grease discolouration.,High
REC_0223,ASSET_8538,Wheelset,Tech_014,2024-01-06,Routine inspection completed. No anomalies detected. All measurements within spec.,Low
REC_0224,ASSET_7560,Wheelset,Tech_013,2024-06-20,"Noticed unusual wear pattern on brake system. Flange thickness measured at 41.7mm, approaching lower limit.",Medium
REC_0225,ASSET_3754,Door Mechanism,Tech_021,2023-03-20,High-frequency noise traced to traction motor. Fastener torque checked and found loose at 21.4Nm.,Low
REC_0226,ASSET_6724,Axle Box,Tech_008,2023-12-26,"Noticed unusual wear pattern on door mechanism. Flange thickness measured at 48.7mm, approaching lower limit.",Medium
REC_0227,ASSET_3842,Axle Box,Tech_025,2024-09-08,"Noticed unusual wear pattern on axle box. Flange thickness measured at 24.7mm, approaching lower limit.",Medium
REC_0228,ASSET_9095,Suspension Spring,Tech_025,2024-04-20,Minor corrosion on wheelset surface. Treated and coated. Monitor at next cycle.,Medium
REC_0229,ASSET_6295,Traction Motor,Tech_005,2024-10-04,Axle box bearing replaced preventively due to grease discolouration.,High
REC_0230,ASSET_5961,Suspension Spring,Tech_002,2023-10-09,Brake pad thickness below threshold: 44.8mm. Replaced brake block set.,High
REC_0231,ASSET_8565,Bogie Frame,Tech_002,2024-04-07,Crack indication found on door mechanism during magnetic particle inspection. Length approx 7.5mm. Sent for NDT.,High
REC_0232,ASSET_2479,Suspension Spring,Tech_017,2024-09-21,Crack indication found on pantograph during magnetic particle inspection. Length approx 7.8mm. Sent for NDT.,High
REC_0233,ASSET_1672,Suspension Spring,Tech_021,2024-04-05,Surface crack observed on coupler assembly tread. Asset removed from service pending workshop assessment.,High
REC_0234,ASSET_9214,Bogie Frame,Tech_015,2023-06-04,Tread hollowing measured: 57.7mm. Reprofiling scheduled.,Low
REC_0235,ASSET_2381,Axle Box,Tech_002,2024-05-31,"Noticed unusual wear pattern on traction motor. Flange thickness measured at 93.3mm, approaching lower limit.",Medium
REC_0236,ASSET_9586,Suspension Spring,Tech_006,2024-06-19,Driver reported excessive vibration above 80km/h. Investigated coupler assembly – bearing clearance within limits but noted micro-pitting.,Medium
REC_0237,ASSET_7347,Traction Motor,Tech_022,2024-02-23,Crack indication found on traction motor during magnetic particle inspection. Length approx 87.2mm. Sent for NDT.,High
REC_0238,ASSET_6482,Traction Motor,Tech_004,2023-03-09,TADS alarm triggered for bogie frame. Temperature spike 75.1°C above ambient. Bearing replaced.,High
REC_0239,ASSET_3463,Wheelset,Tech_019,2023-12-08,Bearing temperature elevated: 27.4°C during run. Checked lubrication – regreased.,Medium
REC_0240,ASSET_6082,HVAC Unit,Tech_005,2024-11-02,Spring deflection marginally above mean: 87.1mm. Within acceptable range. Note for trend analysis.,Medium
REC_0241,ASSET_7171,Traction Motor,Tech_027,2024-10-20,TADS alarm triggered for wheelset. Temperature spike 29.8°C above ambient. Bearing replaced.,High
REC_0242,ASSET_7937,Traction Motor,Tech_001,2024-06-04,Significant flange wear detected. Asset flagged for early wheelset replacement.,Medium
REC_0243,ASSET_4509,Coupler Assembly,Tech_007,2023-12-16,Crack indication found on pantograph during magnetic particle inspection. Length approx 17.5mm. Sent for NDT.,High
REC_0244,ASSET_5846,Door Mechanism,Tech_025,2023-04-14,Driver reported excessive vibration above 80km/h. Investigated axle box – bearing clearance within limits but noted micro-pitting.,Medium
REC_0245,ASSET_6517,Axle Box,Tech_020,2024-09-24,Bearing temperature elevated: 4.1°C during run. Checked lubrication – regreased.,Medium
REC_0246,ASSET_3712,Bogie Frame,Tech_014,2024-03-24,Surface crack observed on axle box tread. Asset removed from service pending workshop assessment.,High
REC_0247,ASSET_5668,Brake System,Tech_018,2024-04-04,Crack indication found on brake system during magnetic particle inspection. Length approx 92.1mm. Sent for NDT.,High
REC_0248,ASSET_8684,Traction Motor,Tech_022,2023-07-18,Driver reported excessive vibration above 80km/h. Investigated pantograph – bearing clearance within limits but noted micro-pitting.,Medium
REC_0249,ASSET_5616,Door Mechanism,Tech_017,2024-01-27,Axle box bearing replaced preventively due to grease discolouration.,High
REC_0250,ASSET_3267,Bogie Frame,Tech_021,2023-09-14,"Impact damage noted on axle box. Possible ballast strike. Minor gouging, 77.7mm depth.",Low
REC_0251,ASSET_2680,Wheelset,Tech_010,2024-06-12,Uneven brake application reported. Slack adjuster inspected and reset.,Medium
REC_0252,ASSET_9410,HVAC Unit,Tech_003,2023-05-31,Visual check passed. Surface condition satisfactory.,Low
REC_0253,ASSET_1436,Bogie Frame,Tech_013,2024-02-29,Driver reported excessive vibration above 80km/h. Investigated coupler assembly – bearing clearance within limits but noted micro-pitting.,Medium
REC_0254,ASSET_2337,Brake System,Tech_001,2024-01-19,Brake disc scoring observed on traction motor. Score depth 22.8mm. Monitoring.,Low
REC_0255,ASSET_6493,Axle Box,Tech_002,2023-05-30,Rhythmic clunking at low speed. Wheel flat detected: 79.8mm depth.,High
REC_0256,ASSET_3273,Coupler Assembly,Tech_020,2024-04-25,High-frequency noise traced to coupler assembly. Fastener torque checked and found loose at 66.3Nm.,Low
REC_0257,ASSET_4533,Door Mechanism,Tech_024,2023-06-03,Routine inspection completed. No anomalies detected. All measurements within spec.,Low
REC_0258,ASSET_5720,Pantograph,Tech_004,2023-09-01,TADS alarm triggered for door mechanism. Temperature spike 40.5°C above ambient. Bearing replaced.,High
REC_0259,ASSET_8489,Wheelset,Tech_027,2023-03-06,Scheduled lubrication performed on brake system. Grease level restored.,Low
REC_0260,ASSET_9443,Brake System,Tech_023,2024-08-11,Uneven brake application reported. Slack adjuster inspected and reset.,Medium
REC_0261,ASSET_6780,Suspension Spring,Tech_014,2023-09-04,Significant flange wear detected. Asset flagged for early wheelset replacement.,Medium
REC_0262,ASSET_6908,Door Mechanism,Tech_018,2023-03-11,Uneven tread wear observed. Suspect hunting oscillation or misalignment.,Medium
REC_0263,ASSET_7397,Bogie Frame,Tech_021,2024-04-26,Brake disc scoring observed on door mechanism. Score depth 52.9mm. Monitoring.,Low
REC_0264,ASSET_1266,Wheelset,Tech_012,2024-01-01,Surface crack observed on traction motor tread. Asset removed from service pending workshop assessment.,High
REC_0265,ASSET_6447,Bogie Frame,Tech_012,2023-05-17,Driver reported excessive vibration above 80km/h. Investigated wheelset – bearing clearance within limits but noted micro-pitting.,Medium
REC_0266,ASSET_3868,Coupler Assembly,Tech_021,2024-04-20,Bearing temperature elevated: 77.4°C during run. Checked lubrication – regreased.,Medium
REC_0267,ASSET_8498,Pantograph,Tech_007,2023-02-07,Uneven tread wear observed. Suspect hunting oscillation or misalignment.,Medium
REC_0268,ASSET_6170,Door Mechanism,Tech_013,2023-11-14,Scheduled lubrication performed on brake system. Grease level restored.,Low
REC_0269,ASSET_4131,Traction Motor,Tech_028,2023-10-20,Bearing temperature elevated: 24.4°C during run. Checked lubrication – regreased.,Medium
REC_0270,ASSET_7029,HVAC Unit,Tech_024,2024-03-23,Scheduled lubrication performed on traction motor. Grease level restored.,Low
REC_0271,ASSET_4060,Coupler Assembly,Tech_012,2024-05-23,Brake pad thickness below threshold: 32.5mm. Replaced brake block set.,High
REC_0272,ASSET_7955,HVAC Unit,Tech_020,2023-03-22,Brake disc scoring observed on pantograph. Score depth 76.2mm. Monitoring.,Low
REC_0273,ASSET_2680,Traction Motor,Tech_022,2023-03-23,Uneven tread wear observed. Suspect hunting oscillation or misalignment.,Medium
REC_0274,ASSET_7981,Coupler Assembly,Tech_012,2023-06-20,High-frequency noise traced to pantograph. Fastener torque checked and found loose at 42.6Nm.,Low
REC_0275,ASSET_6776,HVAC Unit,Tech_009,2024-09-21,Brake pad thickness below threshold: 69.2mm. Replaced brake block set.,High
REC_0276,ASSET_7655,Door Mechanism,Tech_026,2024-01-08,Minor corrosion on bogie frame surface. Treated and coated. Monitor at next cycle.,Medium
REC_0277,ASSET_3339,Coupler Assembly,Tech_002,2024-09-14,Spring deflection marginally above mean: 90.5mm. Within acceptable range. Note for trend analysis.,Medium
REC_0278,ASSET_7001,HVAC Unit,Tech_019,2024-01-06,Significant flange wear detected. Asset flagged for early wheelset replacement.,Medium
REC_0279,ASSET_8371,Traction Motor,Tech_015,2024-01-15,Scheduled lubrication performed on suspension spring. Grease level restored.,Low
REC_0280,ASSET_7012,Traction Motor,Tech_021,2024-02-12,Visual check passed. Surface condition satisfactory.,Low
REC_0281,ASSET_1424,Coupler Assembly,Tech_017,2023-07-10,Intermittent squealing noise from brake system. Lubrication applied; monitoring required.,Low
REC_0282,ASSET_5264,Brake System,Tech_020,2024-04-01,Surface crack observed on door mechanism tread. Asset removed from service pending workshop assessment.,High
REC_0283,ASSET_3223,Coupler Assembly,Tech_006,2023-03-17,High-frequency noise traced to coupler assembly. Fastener torque checked and found loose at 19.4Nm.,Low
REC_0284,ASSET_6236,Traction Motor,Tech_023,2024-11-14,All measurements nominal. Component life estimated 94.7% remaining.,Low
REC_0285,ASSET_5914,Axle Box,Tech_026,2023-06-11,Visual check passed. Surface condition satisfactory.,Low
REC_0286,ASSET_4292,Brake System,Tech_026,2023-05-23,Crack indication found on door mechanism during magnetic particle inspection. Length approx 21.7mm. Sent for NDT.,High
REC_0287,ASSET_7044,Door Mechanism,Tech_005,2024-04-23,Uneven brake application reported. Slack adjuster inspected and reset.,Medium
REC_0288,ASSET_7523,Door Mechanism,Tech_014,2024-05-05,TADS alarm triggered for wheelset. Temperature spike 6.7°C above ambient. Bearing replaced.,High
REC_0289,ASSET_6194,Wheelset,Tech_015,2024-10-19,"Impact damage noted on suspension spring. Possible ballast strike. Minor gouging, 7.5mm depth.",Low
REC_0290,ASSET_3981,HVAC Unit,Tech_017,2023-05-13,Brake pad thickness below threshold: 33.1mm. Replaced brake block set.,High
REC_0291,ASSET_5982,Axle Box,Tech_011,2023-06-18,Scheduled lubrication performed on wheelset. Grease level restored.,Low
REC_0292,ASSET_9501,Wheelset,Tech_009,2023-10-18,All measurements nominal. Component life estimated 33.2% remaining.,Low
REC_0293,ASSET_5961,Door Mechanism,Tech_003,2024-09-21,Tread hollowing measured: 26.4mm. Reprofiling scheduled.,Low
REC_0294,ASSET_3526,Suspension Spring,Tech_024,2023-06-25,Brake disc scoring observed on axle box. Score depth 56.4mm. Monitoring.,Low
REC_0295,ASSET_1674,Wheelset,Tech_002,2023-01-30,TADS alarm triggered for traction motor. Temperature spike 80.1°C above ambient. Bearing replaced.,High
REC_0296,ASSET_4453,HVAC Unit,Tech_020,2024-08-08,Minor corrosion on suspension spring surface. Treated and coated. Monitor at next cycle.,Medium
REC_0297,ASSET_9938,Pantograph,Tech_016,2023-10-24,Minor corrosion on bogie frame surface. Treated and coated. Monitor at next cycle.,Medium
REC_0298,ASSET_2195,Axle Box,Tech_015,2023-03-03,Driver reported excessive vibration above 80km/h. Investigated hvac unit – bearing clearance within limits but noted micro-pitting.,Medium
REC_0299,ASSET_6573,Axle Box,Tech_011,2024-09-13,"Impact damage noted on coupler assembly. Possible ballast strike. Minor gouging, 44.4mm depth.",Low
REC_0300,ASSET_6658,Axle Box,Tech_025,2024-02-13,All measurements nominal. Component life estimated 69.9% remaining.,Low
REC_0301,ASSET_6228,Coupler Assembly,Tech_004,2023-09-05,Crack indication found on door mechanism during magnetic particle inspection. Length approx 53.6mm. Sent for NDT.,High
REC_0302,ASSET_2586,Pantograph,Tech_013,2023-02-21,Intermittent squealing noise from coupler assembly. Lubrication applied; monitoring required.,Low
REC_0303,ASSET_3616,Suspension Spring,Tech_024,2023-12-02,TADS alarm triggered for hvac unit. Temperature spike 24.0°C above ambient. Bearing replaced.,High
REC_0304,ASSET_9163,Coupler Assembly,Tech_016,2024-06-11,Rhythmic clunking at low speed. Wheel flat detected: 72.6mm depth.,High
REC_0305,ASSET_7442,Coupler Assembly,Tech_008,2024-06-01,High-frequency noise traced to coupler assembly. Fastener torque checked and found loose at 2.7Nm.,Low
REC_0306,ASSET_1828,Coupler Assembly,Tech_020,2023-10-16,Tread hollowing measured: 33.8mm. Reprofiling scheduled.,Low
REC_0307,ASSET_1133,HVAC Unit,Tech_005,2023-04-21,Minor corrosion on coupler assembly surface. Treated and coated. Monitor at next cycle.,Medium
REC_0308,ASSET_6995,HVAC Unit,Tech_002,2023-02-16,Intermittent squealing noise from traction motor. Lubrication applied; monitoring required.,Low
REC_0309,ASSET_5728,HVAC Unit,Tech_017,2023-03-17,Axle box bearing replaced preventively due to grease discolouration.,High
REC_0310,ASSET_2946,Wheelset,Tech_013,2023-05-12,Brake pad thickness below threshold: 26.9mm. Replaced brake block set.,High
REC_0311,ASSET_6990,Brake System,Tech_020,2023-05-28,Crack indication found on traction motor during magnetic particle inspection. Length approx 53.2mm. Sent for NDT.,High
REC_0312,ASSET_1742,Axle Box,Tech_023,2023-02-09,Brake disc scoring observed on hvac unit. Score depth 47.8mm. Monitoring.,Low
REC_0313,ASSET_3440,Door Mechanism,Tech_005,2024-09-12,Rhythmic clunking at low speed. Wheel flat detected: 49.6mm depth.,High
REC_0314,ASSET_7438,Pantograph,Tech_019,2024-09-23,Rhythmic clunking at low speed. Wheel flat detected: 30.6mm depth.,High
REC_0315,ASSET_9721,Suspension Spring,Tech_010,2024-05-16,Rhythmic clunking at low speed. Wheel flat detected: 78.8mm depth.,High
REC_0316,ASSET_2795,Suspension Spring,Tech_010,2024-03-02,Uneven brake application reported. Slack adjuster inspected and reset.,Medium
REC_0317,ASSET_5350,Suspension Spring,Tech_019,2024-11-02,All measurements nominal. Component life estimated 56.9% remaining.,Low
REC_0318,ASSET_3793,Suspension Spring,Tech_025,2024-06-20,Driver reported excessive vibration above 80km/h. Investigated bogie frame – bearing clearance within limits but noted micro-pitting.,Medium
REC_0319,ASSET_4968,Suspension Spring,Tech_023,2023-02-02,Surface crack observed on axle box tread. Asset removed from service pending workshop assessment.,High
REC_0320,ASSET_6139,Axle Box,Tech_014,2024-03-04,"Noticed unusual wear pattern on brake system. Flange thickness measured at 2.3mm, approaching lower limit.",Medium
REC_0321,ASSET_8726,Axle Box,Tech_017,2023-03-05,All measurements nominal. Component life estimated 39.3% remaining.,Low
REC_0322,ASSET_8837,HVAC Unit,Tech_011,2024-06-22,Tread hollowing measured: 31.2mm. Reprofiling scheduled.,Low
REC_0323,ASSET_6608,Traction Motor,Tech_022,2024-07-13,Uneven tread wear observed. Suspect hunting oscillation or misalignment.,Medium
REC_0324,ASSET_4150,Pantograph,Tech_018,2023-09-10,Spring deflection marginally above mean: 58.2mm. Within acceptable range. Note for trend analysis.,Medium
REC_0325,ASSET_5876,Brake System,Tech_023,2023-10-23,High-frequency noise traced to brake system. Fastener torque checked and found loose at 89.5Nm.,Low
REC_0326,ASSET_6714,Pantograph,Tech_010,2024-07-27,All measurements nominal. Component life estimated 30.5% remaining.,Low
REC_0327,ASSET_7220,Traction Motor,Tech_025,2024-02-09,"Noticed unusual wear pattern on suspension spring. Flange thickness measured at 64.4mm, approaching lower limit.",Medium
REC_0328,ASSET_2294,Coupler Assembly,Tech_021,2023-12-21,Significant flange wear detected. Asset flagged for early wheelset replacement.,Medium
REC_0329,ASSET_9824,Door Mechanism,Tech_023,2023-10-05,Intermittent squealing noise from coupler assembly. Lubrication applied; monitoring required.,Low
REC_0330,ASSET_4920,Bogie Frame,Tech_022,2023-09-06,Intermittent squealing noise from axle box. Lubrication applied; monitoring required.,Low
REC_0331,ASSET_1860,HVAC Unit,Tech_011,2023-04-13,Brake disc scoring observed on brake system. Score depth 60.8mm. Monitoring.,Low
REC_0332,ASSET_3252,Door Mechanism,Tech_030,2023-01-06,All measurements nominal. Component life estimated 10.0% remaining.,Low
REC_0333,ASSET_8793,Brake System,Tech_025,2024-05-03,Uneven tread wear observed. Suspect hunting oscillation or misalignment.,Medium
REC_0334,ASSET_1969,Suspension Spring,Tech_008,2023-04-02,High-frequency noise traced to traction motor. Fastener torque checked and found loose at 27.5Nm.,Low
REC_0335,ASSET_3868,Axle Box,Tech_030,2024-03-03,Bearing temperature elevated: 86.8°C during run. Checked lubrication – regreased.,Medium
REC_0336,ASSET_4052,Bogie Frame,Tech_001,2023-10-24,Scheduled lubrication performed on hvac unit. Grease level restored.,Low
REC_0337,ASSET_6489,Coupler Assembly,Tech_021,2023-10-19,High-frequency noise traced to suspension spring. Fastener torque checked and found loose at 57.5Nm.,Low
REC_0338,ASSET_3198,Coupler Assembly,Tech_009,2024-05-31,Bearing temperature elevated: 47.2°C during run. Checked lubrication – regreased.,Medium
REC_0339,ASSET_8518,Pantograph,Tech_023,2024-10-25,Tread hollowing measured: 31.7mm. Reprofiling scheduled.,Low
REC_0340,ASSET_5833,Brake System,Tech_006,2024-08-04,Uneven tread wear observed. Suspect hunting oscillation or misalignment.,Medium
REC_0341,ASSET_9442,Wheelset,Tech_013,2023-12-02,TADS alarm triggered for hvac unit. Temperature spike 78.7°C above ambient. Bearing replaced.,High
REC_0342,ASSET_3303,Traction Motor,Tech_030,2024-05-03,Spring deflection marginally above mean: 18.0mm. Within acceptable range. Note for trend analysis.,Medium
REC_0343,ASSET_4858,Pantograph,Tech_011,2024-04-02,Driver reported excessive vibration above 80km/h. Investigated bogie frame – bearing clearance within limits but noted micro-pitting.,Medium
REC_0344,ASSET_1187,Traction Motor,Tech_023,2023-09-25,High-frequency noise traced to suspension spring. Fastener torque checked and found loose at 68.8Nm.,Low
REC_0345,ASSET_8625,Axle Box,Tech_013,2023-11-11,Driver reported excessive vibration above 80km/h. Investigated bogie frame – bearing clearance within limits but noted micro-pitting.,Medium
REC_0346,ASSET_6095,Pantograph,Tech_012,2023-05-01,Spring deflection marginally above mean: 87.7mm. Within acceptable range. Note for trend analysis.,Medium
REC_0347,ASSET_3188,Axle Box,Tech_015,2024-05-04,TADS alarm triggered for brake system. Temperature spike 21.2°C above ambient. Bearing replaced.,High
REC_0348,ASSET_9998,Door Mechanism,Tech_026,2024-04-27,TADS alarm triggered for traction motor. Temperature spike 39.8°C above ambient. Bearing replaced.,High
REC_0349,ASSET_2341,Coupler Assembly,Tech_017,2024-06-22,Spring deflection marginally above mean: 72.5mm. Within acceptable range. Note for trend analysis.,Medium
REC_0350,ASSET_2838,Door Mechanism,Tech_029,2023-03-05,All measurements nominal. Component life estimated 7.9% remaining.,Low
REC_0351,ASSET_3455,Traction Motor,Tech_028,2023-06-18,Brake disc scoring observed on brake system. Score depth 54.6mm. Monitoring.,Low
REC_0352,ASSET_4365,Coupler Assembly,Tech_003,2024-08-20,Brake disc scoring observed on coupler assembly. Score depth 11.5mm. Monitoring.,Low
REC_0353,ASSET_8429,Door Mechanism,Tech_014,2023-05-16,Brake disc scoring observed on coupler assembly. Score depth 76.9mm. Monitoring.,Low
REC_0354,ASSET_8575,Pantograph,Tech_024,2024-11-19,Brake pad thickness below threshold: 6.0mm. Replaced brake block set.,High
REC_0355,ASSET_1049,Suspension Spring,Tech_003,2023-08-12,Routine inspection completed. No anomalies detected. All measurements within spec.,Low
REC_0356,ASSET_2044,Bogie Frame,Tech_030,2024-07-08,Scheduled lubrication performed on hvac unit. Grease level restored.,Low
REC_0357,ASSET_7698,Axle Box,Tech_025,2023-07-04,Visual check passed. Surface condition satisfactory.,Low
REC_0358,ASSET_7266,HVAC Unit,Tech_013,2024-04-04,Minor corrosion on hvac unit surface. Treated and coated. Monitor at next cycle.,Medium
REC_0359,ASSET_6697,Axle Box,Tech_018,2023-05-02,Visual check passed. Surface condition satisfactory.,Low
REC_0360,ASSET_4648,Bogie Frame,Tech_010,2023-01-04,Surface crack observed on door mechanism tread. Asset removed from service pending workshop assessment.,High
REC_0361,ASSET_7214,Brake System,Tech_015,2023-08-24,Brake pad thickness below threshold: 40.6mm. Replaced brake block set.,High
REC_0362,ASSET_2848,HVAC Unit,Tech_020,2023-02-02,Crack indication found on axle box during magnetic particle inspection. Length approx 26.5mm. Sent for NDT.,High
REC_0363,ASSET_2653,Bogie Frame,Tech_015,2024-08-31,Routine inspection completed. No anomalies detected. All measurements within spec.,Low
REC_0364,ASSET_1724,Coupler Assembly,Tech_008,2024-02-16,TADS alarm triggered for bogie frame. Temperature spike 23.6°C above ambient. Bearing replaced.,High
REC_0365,ASSET_1924,Door Mechanism,Tech_010,2023-05-24,Bearing temperature elevated: 71.8°C during run. Checked lubrication – regreased.,Medium
REC_0366,ASSET_6253,Pantograph,Tech_029,2023-08-31,Driver reported excessive vibration above 80km/h. Investigated suspension spring – bearing clearance within limits but noted micro-pitting.,Medium
REC_0367,ASSET_5923,Bogie Frame,Tech_018,2023-10-09,Significant flange wear detected. Asset flagged for early wheelset replacement.,Medium
REC_0368,ASSET_7999,Coupler Assembly,Tech_002,2024-07-23,Axle box bearing replaced preventively due to grease discolouration.,High
REC_0369,ASSET_6222,HVAC Unit,Tech_005,2024-03-02,Crack indication found on hvac unit during magnetic particle inspection. Length approx 74.8mm. Sent for NDT.,High
REC_0370,ASSET_9813,Brake System,Tech_028,2024-04-29,High-frequency noise traced to hvac unit. Fastener torque checked and found loose at 17.9Nm.,Low
REC_0371,ASSET_3365,Bogie Frame,Tech_018,2024-04-19,Driver reported excessive vibration above 80km/h. Investigated pantograph – bearing clearance within limits but noted micro-pitting.,Medium
REC_0372,ASSET_3196,Brake System,Tech_009,2024-02-02,"Impact damage noted on hvac unit. Possible ballast strike. Minor gouging, 53.2mm depth.",Low
REC_0373,ASSET_8369,Wheelset,Tech_018,2024-01-15,Tread hollowing measured: 61.6mm. Reprofiling scheduled.,Low
REC_0374,ASSET_1647,Brake System,Tech_026,2023-03-16,Tread hollowing measured: 25.9mm. Reprofiling scheduled.,Low
REC_0375,ASSET_4422,Pantograph,Tech_030,2023-12-07,Axle box bearing replaced preventively due to grease discolouration.,High
REC_0376,ASSET_2922,Brake System,Tech_023,2024-05-05,Routine inspection completed. No anomalies detected. All measurements within spec.,Low
REC_0377,ASSET_4921,Traction Motor,Tech_025,2024-07-19,TADS alarm triggered for brake system. Temperature spike 38.0°C above ambient. Bearing replaced.,High
REC_0378,ASSET_6886,Pantograph,Tech_012,2023-11-12,High-frequency noise traced to hvac unit. Fastener torque checked and found loose at 44.6Nm.,Low
REC_0379,ASSET_8692,Brake System,Tech_012,2023-11-24,Brake disc scoring observed on coupler assembly. Score depth 44.5mm. Monitoring.,Low
REC_0380,ASSET_4625,Bogie Frame,Tech_009,2023-05-30,Rhythmic clunking at low speed. Wheel flat detected: 4.8mm depth.,High
REC_0381,ASSET_7841,Axle Box,Tech_007,2023-10-30,Bearing temperature elevated: 55.2°C during run. Checked lubrication – regreased.,Medium
REC_0382,ASSET_5026,Door Mechanism,Tech_021,2024-05-26,Rhythmic clunking at low speed. Wheel flat detected: 36.4mm depth.,High
REC_0383,ASSET_9005,Coupler Assembly,Tech_015,2024-10-19,Spring deflection marginally above mean: 24.8mm. Within acceptable range. Note for trend analysis.,Medium
REC_0384,ASSET_9954,Axle Box,Tech_030,2024-05-15,Uneven tread wear observed. Suspect hunting oscillation or misalignment.,Medium
REC_0385,ASSET_2217,Bogie Frame,Tech_025,2024-11-15,Bearing temperature elevated: 50.0°C during run. Checked lubrication – regreased.,Medium
REC_0386,ASSET_4791,Axle Box,Tech_001,2023-03-11,Routine inspection completed. No anomalies detected. All measurements within spec.,Low
REC_0387,ASSET_1990,Suspension Spring,Tech_030,2024-09-24,Tread hollowing measured: 43.6mm. Reprofiling scheduled.,Low
REC_0388,ASSET_9719,HVAC Unit,Tech_001,2024-07-18,Uneven brake application reported. Slack adjuster inspected and reset.,Medium
REC_0389,ASSET_9777,Bogie Frame,Tech_017,2023-10-21,Routine inspection completed. No anomalies detected. All measurements within spec.,Low
REC_0390,ASSET_3937,Wheelset,Tech_017,2023-04-20,All measurements nominal. Component life estimated 76.7% remaining.,Low
REC_0391,ASSET_9625,Traction Motor,Tech_009,2023-09-16,Significant flange wear detected. Asset flagged for early wheelset replacement.,Medium
REC_0392,ASSET_7652,Suspension Spring,Tech_008,2024-04-15,Surface crack observed on wheelset tread. Asset removed from service pending workshop assessment.,High
REC_0393,ASSET_2320,Bogie Frame,Tech_003,2024-10-31,All measurements nominal. Component life estimated 28.8% remaining.,Low
REC_0394,ASSET_8798,Bogie Frame,Tech_023,2023-02-27,Surface crack observed on hvac unit tread. Asset removed from service pending workshop assessment.,High
REC_0395,ASSET_8109,Traction Motor,Tech_019,2024-10-22,Uneven tread wear observed. Suspect hunting oscillation or misalignment.,Medium
REC_0396,ASSET_4764,Suspension Spring,Tech_016,2023-08-05,"Noticed unusual wear pattern on door mechanism. Flange thickness measured at 87.4mm, approaching lower limit.",Medium
REC_0397,ASSET_5593,Suspension Spring,Tech_022,2024-07-10,Intermittent squealing noise from bogie frame. Lubrication applied; monitoring required.,Low
REC_0398,ASSET_6152,Brake System,Tech_019,2023-01-17,Scheduled lubrication performed on axle box. Grease level restored.,Low
